AGENT_ID,total_ptps,fulfilled,fulfillment_rate,avg_dpd,repromise_rate,visit_rate,remarks_count,tier,last_3_activity,tier_insight
7774,639,527,0.8247,24.21,0.8858,0.0,638,Top Quartile,"{""last_3_remarks"": ""CM WILL PAY 20 DEC|CM WILL PAY 20 DEC|CM WILL PAY 20 DEC\n"", ""last_3_Total_Outstanding"": ""243413|100823|48666"", ""last_3_ptp_date"": ""2025-12-12:2025-12-12:2025-12-12"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Top Quartile: fulfillment 82.5% (20.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 24d vs 64d cohort) | call-only agent — no field visits | high volume (639 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
8258,1932,1593,0.8245,19.25,0.9871,0.0,1929,Top Quartile,"{""last_3_remarks"": ""21-CM SAID PTP ON 29TH|21-CM SAID PTP ON 22ND|21-CM SAID PTP ON 25TH"", ""last_3_Total_Outstanding"": ""161227|252934|161227"", ""last_3_ptp_date"": ""2026-04-21:2026-04-21:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Top Quartile: fulfillment 82.5% (20.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 19d vs 64d cohort) | call-only agent — no field visits | high volume (1932 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
4993,1191,980,0.8228,38.74,0.9849,0.0,1191,Top Quartile,"{""last_3_remarks"": ""CM WILL PAYTODAY |CM WILL PAY TODAY|CM WILL PAY BY SECOMD ECS"", ""last_3_Total_Outstanding"": ""52236|153229|181790"", ""last_3_ptp_date"": ""2026-04-08:2026-04-08:2026-04-08"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Top Quartile: fulfillment 82.3% (20.0pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 39d vs 64d cohort) | call-only agent — no field visits | high volume (1191 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
8104,812,668,0.8227,33.03,0.9754,0.0,811,Top Quartile,"{""last_3_remarks"": ""The customer said they will maintain the EMI balance one day before the due date.\n|According to the customer the EMI balance will be maintained a day in advance of the due date.|The customer said they will maintain the EMI balance one day before the due date."", ""last_3_Total_Outstanding"": ""161403|150628|114054"", ""last_3_ptp_date"": ""2026-03-28:2026-03-28:2026-03-28"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Top Quartile: fulfillment 82.3% (20.0pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 33d vs 64d cohort) | call-only agent — no field visits | high volume (812 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
9201,45,37,0.8222,6.67,0.9778,0.0,44,Top Quartile,"{""last_3_remarks"": ""The customer has confirmed that they will ensure the EMI balance is maintained one day prior to the due date.|The customer has confirmed that they will ensure the EMI balance is maintained one day prior to the due date.|The customer has confirmed that they will ensure the EMI balance is maintained one day prior to the due date."", ""last_3_Total_Outstanding"": ""106218|361207|125716"", ""last_3_ptp_date"": ""2026-04-02:2026-04-02:2026-04-02"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Top Quartile: fulfillment 82.2% (19.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
9634,101,83,0.8218,18.57,0.9703,0.0,101,Top Quartile,"{""last_3_remarks"": ""CM WILL PAY ON 30|cm will pay on 25|CM WILL PAY TODAY"", ""last_3_Total_Outstanding"": ""105251|70781|64396"", ""last_3_ptp_date"": ""2026-04-23:2026-04-22:2026-04-22"", ""last_3_promised_date"": ""2026-05-01:2026-05-01:2026-05-01""}",Top Quartile: fulfillment 82.2% (19.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 19d vs 64d cohort) | call-only agent — no field visits | high volume (101 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
12302,168,138,0.8214,3.73,1.0,0.0,168,Top Quartile,"{""last_3_remarks"": ""Cm Said He will Pay Today Within 30Min|Cm Said He will Pay   11April|Cm Said  He will pay On 24th April Because His Salary Date is 24th "", ""last_3_Total_Outstanding"": ""132352|136491|288114"", ""last_3_ptp_date"": ""2026-04-12:2026-04-08:2026-04-06"", ""last_3_promised_date"": ""2026-05-01:2026-05-05:2026-05-01""}",Top Quartile: fulfillment 82.1% (19.8pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 4d vs 64d cohort) | call-only agent — no field visits | high volume (168 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
10086,257,211,0.821,29.75,0.9261,0.0,257,Top Quartile,"{""last_3_remarks"": ""customer said he will pay try pay today but confrim at 18 sep |customer said he will pay on 16 say at evennig |customer said he will pay on 16 sep"", ""last_3_Total_Outstanding"": ""111579|258095|355429"", ""last_3_ptp_date"": ""2025-09-15:2025-09-14:2025-09-14"", ""last_3_promised_date"": ""2025-10-05:2025-10-05:2025-10-05""}",Top Quartile: fulfillment 82.1% (19.8pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 30d vs 64d cohort) | call-only agent — no field visits | high volume (257 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
8546,89,73,0.8202,18.91,1.0,0.0,89,Top Quartile,"{""last_3_remarks"": ""cm said he will pay after date 10-april |cm said he maintain balance after date 04-april |cm said he will pay after date 13-march \n"", ""last_3_Total_Outstanding"": ""156602|67832|629190"", ""last_3_ptp_date"": ""2026-04-09:2026-04-01:2026-03-10"", ""last_3_promised_date"": ""2026-05-01:2026-04-05:2026-04-02""}",Top Quartile: fulfillment 82.0% (19.7pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 19d vs 64d cohort) | call-only agent — no field visits | above Q75 threshold 81.8% — model for best-practice replication
9192,193,158,0.8187,29.62,0.886,0.0,193,Top Quartile,"{""last_3_remarks"": ""customer will pay monday|CUSTOMER WILL PAY TODAY|CUSTOMER WILL PAY MONDAY"", ""last_3_Total_Outstanding"": ""251151|0|77359"", ""last_3_ptp_date"": ""2025-06-14:2025-06-14:2025-06-14"", ""last_3_promised_date"": ""2025-07-05:2025-07-05:2025-07-05""}",Top Quartile: fulfillment 81.9% (19.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 30d vs 64d cohort) | call-only agent — no field visits | high volume (193 PTPs) — tier is statistically reliable | above Q75 threshold 81.8% — model for best-practice replication
5837,88,72,0.8182,13.78,0.9886,0.0,88,Mid,"{""last_3_remarks"": ""cm said he will pay on 24th april by 4-5pm to pay |cm said he will maintain on 04th april|cm said he will maintain on 04th april"", ""last_3_Total_Outstanding"": ""288114|45446|34979"", ""last_3_ptp_date"": ""2026-04-22:2026-04-03:2026-04-03"", ""last_3_promised_date"": ""2026-05-01:2026-04-05:2026-04-05""}",Mid: fulfillment 81.8% (19.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 14d vs 64d cohort) | call-only agent — no field visits
11916,764,625,0.8181,2.09,0.9476,0.0,764,Mid,"{""last_3_remarks"": ""cm said call back me 4 pm \n|paid system updated\n|CM SAID HE WILL PAY TODAY END OF THE DAY \n"", ""last_3_Total_Outstanding"": ""306317|184316|8730"", ""last_3_ptp_date"": ""2026-04-22:2026-04-21:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 81.8% (19.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 2d vs 64d cohort) | call-only agent — no field visits | high volume (764 PTPs) — tier is statistically reliable
10256,555,454,0.818,15.53,0.9712,0.0,555,Mid,"{""last_3_remarks"": ""13-CM SD PTP ON TODAY EVG// |13-CM SD PTP ON TODAY EVG// |12-CM SD PTP ON 20TH// "", ""last_3_Total_Outstanding"": ""81158|224836|229549"", ""last_3_ptp_date"": ""2026-04-13:2026-04-13:2026-04-12"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 81.8% (19.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 16d vs 64d cohort) | call-only agent — no field visits | high volume (555 PTPs) — tier is statistically reliable
8059,2019,1649,0.8167,19.22,0.8995,0.0,2019,Mid,"{""last_3_remarks"": ""29-CM SD PTP ON 31ST// |28-CM SD PTP ON 30TH// |28-cm sd ptp on 30th// "", ""last_3_Total_Outstanding"": ""167621|87408|159405"", ""last_3_ptp_date"": ""2026-03-29:2026-03-28:2026-03-28"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Mid: fulfillment 81.7% (19.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 19d vs 64d cohort) | call-only agent — no field visits | high volume (2019 PTPs) — tier is statistically reliable
4953,256,209,0.8164,4.31,0.9961,0.0,256,Mid,"{""last_3_remarks"": ""cm said he will maintain balance on his account|cm said he will maintain balance on his account|cm said he will maintain balance on his account"", ""last_3_Total_Outstanding"": ""15133|124941|185103"", ""last_3_ptp_date"": ""2026-04-03:2026-04-03:2026-04-03"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Mid: fulfillment 81.6% (19.3pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 4d vs 64d cohort) | call-only agent — no field visits | high volume (256 PTPs) — tier is statistically reliable
10196,427,348,0.815,11.71,0.534,0.0,427,Mid,"{""last_3_remarks"": ""CM SAID I WILL PAY TODAY TILL12 -1 PM |cm said i will maintain the balance on 4 evening\n|cm said i already maintain the balance "", ""last_3_Total_Outstanding"": ""488010|37059|40242"", ""last_3_ptp_date"": ""2026-04-07:2026-04-03:2026-04-03"", ""last_3_promised_date"": ""2026-05-02:2026-04-05:2026-04-05""}",Mid: fulfillment 81.5% (19.2pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 12d vs 64d cohort) | low re-promise rate 53% — tends to escalate rather than re-accept | call-only agent — no field visits | high volume (427 PTPs) — tier is statistically reliable
10967,377,307,0.8143,14.21,0.9231,0.0,377,Mid,"{""last_3_remarks"": "".CUSTOMER PROMISE TO PAY 10 DEC \n|.CUSTOMER PROMISE TO PAY 10 DEC AUTO DEBIT\n|.CUSTOMER PROMISE TO PAY 8dec 5pm\n"", ""last_3_Total_Outstanding"": ""189031|40574|90931"", ""last_3_ptp_date"": ""2025-12-08:2025-12-08:2025-12-08"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Mid: fulfillment 81.4% (19.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 14d vs 64d cohort) | call-only agent — no field visits | high volume (377 PTPs) — tier is statistically reliable
12542,59,48,0.8136,8.07,1.0,0.0,59,Mid,"{""last_3_remarks"": ""19 CUSTOMER GIVEN PTP ON 25-MAR |19 CUSTOMER GIVEN PTP ON 20-MAR|19 CUSTOMER GIVEN PTP ON 20-MAR"", ""last_3_Total_Outstanding"": ""116251|157048|151538"", ""last_3_ptp_date"": ""2026-03-19:2026-03-19:2026-03-19"", ""last_3_promised_date"": ""2026-04-05:2026-04-05:2026-04-05""}",Mid: fulfillment 81.4% (19.1pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 8d vs 64d cohort) | call-only agent — no field visits
10534,2793,2271,0.8131,9.77,0.9058,0.0,2789,Mid,"{""last_3_remarks"": ""23-CM SAID PTP ON 25////|23-CM SAID PTP ON 24//|23-CM SAID PTP ON 27//"", ""last_3_Total_Outstanding"": ""186603|158072|202729"", ""last_3_ptp_date"": ""2026-04-23:2026-04-23:2026-04-23"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 81.3% (19.0pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 10d vs 64d cohort) | call-only agent — no field visits | high volume (2793 PTPs) — tier is statistically reliable
10476,709,576,0.8124,6.59,0.9323,0.0,708,Mid,"{""last_3_remarks"": ""21-cm sd ptp on 27th //\n| VGS|21-CM SD PTP ON 25TH //\n"", ""last_3_Total_Outstanding"": ""172685|381177|182160"", ""last_3_ptp_date"": ""2026-04-21:2026-04-21:2026-04-21"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 81.2% (18.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 7d vs 64d cohort) | call-only agent — no field visits | high volume (709 PTPs) — tier is statistically reliable
10732,234,190,0.812,5.57,0.9316,0.0,234,Mid,"{""last_3_remarks"": ""he will be pay on 18 April |he will be pay today |According to the customer the EMI balance will be maintained a day in advance of the due date."", ""last_3_Total_Outstanding"": ""271740|340408|170530"", ""last_3_ptp_date"": ""2026-04-15:2026-04-15:2026-04-02"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-04-05""}",Mid: fulfillment 81.2% (18.9pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 6d vs 64d cohort) | call-only agent — no field visits | high volume (234 PTPs) — tier is statistically reliable
8174,1101,892,0.8102,26.42,0.7893,0.0,1100,Mid,"{""last_3_remarks"": ""paid |PAID |CM WILL PAY 13APRIL "", ""last_3_Total_Outstanding"": ""38378|51069|229330"", ""last_3_ptp_date"": ""2026-04-12:2026-04-12:2026-04-11"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 81.0% (18.7pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 26d vs 64d cohort) | call-only agent — no field visits | high volume (1101 PTPs) — tier is statistically reliable
10635,504,408,0.8095,21.02,0.996,0.0,504,Mid,"{""last_3_remarks"": ""cm will be pay on 18 dec |cm will be pay on 20 dec |cm will be pay on 12 dec "", ""last_3_Total_Outstanding"": ""65830|55364|195071"", ""last_3_ptp_date"": ""2025-12-11:2025-12-10:2025-12-09"", ""last_3_promised_date"": ""2026-01-05:2026-01-05:2026-01-05""}",Mid: fulfillment 81.0% (18.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 21d vs 64d cohort) | call-only agent — no field visits | high volume (504 PTPs) — tier is statistically reliable
10326,619,501,0.8094,19.02,0.9451,0.0,619,Mid,"{""last_3_remarks"": ""cm will be pay 1 feb and account maintain|CM WILL BE PAY 31 JAN |CM WILL  BE PAY 31 JAN "", ""last_3_Total_Outstanding"": ""19193|120918|211364"", ""last_3_ptp_date"": ""2026-01-31:2026-01-31:2026-01-31"", ""last_3_promised_date"": ""2026-02-01:2026-02-05:2026-02-05""}",Mid: fulfillment 80.9% (18.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 19d vs 64d cohort) | call-only agent — no field visits | high volume (619 PTPs) — tier is statistically reliable
9659,1980,1601,0.8086,19.71,0.7848,0.0,1980,Mid,"{""last_3_remarks"": ""21-cm num paid//|20-cm num ptp on tmr //|20-CM NUM RNR//"", ""last_3_Total_Outstanding"": ""495048|413017|374822"", ""last_3_ptp_date"": ""2026-04-21:2026-04-20:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 80.9% (18.6pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 20d vs 64d cohort) | call-only agent — no field visits | high volume (1980 PTPs) — tier is statistically reliable
10718,26,21,0.8077,40.31,1.0,0.0,26,Mid,"{""last_3_remarks"": ""08-CM SAID IAM ARRANGING FUNDS I WIL CLEAR BY TODAY OR TOMMOROW|07-CM SAID I WILL CLEAR TODAY EVE|06-CM SAID SALARY DELAYED TODay I WILL GET CLEAR BYE EVENING"", ""last_3_Total_Outstanding"": ""110207|52052|181324"", ""last_3_ptp_date"": ""2026-01-08:2026-01-07:2026-01-06"", ""last_3_promised_date"": ""2026-02-02:2026-02-01:2026-02-01""}",Mid: fulfillment 80.8% (18.5pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 40d vs 64d cohort) | call-only agent — no field visits | low volume (26 PTPs) — tier may be noisy
8548,1785,1441,0.8073,22.4,0.986,0.0,1785,Mid,"{""last_3_remarks"": ""CUSTOMER SAID I WILL PAY ON 25 APRIL AT 11 AM|CUSTOMER SAID I WILL PAY ON 22 APRIL AT 3PM|customer said i will pay on 20 april at 6pm"", ""last_3_Total_Outstanding"": ""45909|528258|178828"", ""last_3_ptp_date"": ""2026-04-23:2026-04-21:2026-04-20"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 80.7% (18.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 22d vs 64d cohort) | call-only agent — no field visits | high volume (1785 PTPs) — tier is statistically reliable
9052,493,398,0.8073,74.46,0.9026,0.0,493,Mid,"{""last_3_remarks"": ""cm will be pay 25 aug       |CM WILL BE PAY 17 AUG  |CM WILL BE PAY 21 AUG    \n"", ""last_3_Total_Outstanding"": ""169024|201040|19196"", ""last_3_ptp_date"": ""2025-08-16:2025-08-16:2025-08-16"", ""last_3_promised_date"": ""2025-09-05:2025-09-05:2025-09-05""}",Mid: fulfillment 80.7% (18.4pt above cohort avg 62.3%) | call-only agent — no field visits | high volume (493 PTPs) — tier is statistically reliable
10194,643,519,0.8072,9.84,0.9549,0.0,643,Mid,"{""last_3_remarks"": ""CM NO IS RINGING |CM SIAD HE WILL PAY ON 26 APRIL TILL 12 PM FUND ISSUE |customer said already inform pay emi 28 apr salary issue"", ""last_3_Total_Outstanding"": ""61124|172681|157980"", ""last_3_ptp_date"": ""2026-04-23:2026-04-22:2026-04-22"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 80.7% (18.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 10d vs 64d cohort) | call-only agent — no field visits | high volume (643 PTPs) — tier is statistically reliable
11136,425,343,0.8071,9.37,0.8871,0.0,425,Mid,"{""last_3_remarks"": ""9- cus sd he make payemnty  tom at online |9- cus sd he make payemnmt  todya at online |9- cus sd he make payemnt  todya at online "", ""last_3_Total_Outstanding"": ""191431|272426|161734"", ""last_3_ptp_date"": ""2026-04-09:2026-04-09:2026-04-09"", ""last_3_promised_date"": ""2026-05-05:2026-05-05:2026-05-05""}",Mid: fulfillment 80.7% (18.4pt above cohort avg 62.3%) | works cleaner accounts (avg DPD 9d vs 64d cohort) | call-only agent — no field visits | high volume (425 PTPs) — tier is statistically reliable
